book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1312,11762,28251250,327422,81,140283307,9780140283300.0,Don DeLillo,1985.0,White Noise,White Noise,eng,3.86,55678,70218,3908,1902,5355,15405,25335,22221,https://images.gr-assets.com/books/1327934706m/11762.jpg,https://images.gr-assets.com/books/1327934706s/11762.jpg
1314,22463,22463,481941,1004,785819118,9780785819110.0,Charles Darwin,1859.0,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,The Origin of Species,eng,3.97,64162,74056,1729,2513,4297,15150,22868,29228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1316,2731276,2731276,2168242,70,61374229,9780061374230.0,David Wroblewski,2008.0,The Story of Edgar Sawtelle,The Story of Edgar Sawtelle,eng,3.6,70382,79454,12981,4187,9296,19768,27012,19191,https://images.gr-assets.com/books/1310466361m/2731276.jpg,https://images.gr-assets.com/books/1310466361s/2731276.jpg
1317,5171,5171,1737200,43,345439104,9780345439110.0,Christina Schwarz,2000.0,Drowning Ruth,Drowning Ruth,eng,3.73,67768,70953,2178,1081,4904,21822,27694,15452,https://images.gr-assets.com/books/1390180160m/5171.jpg,https://images.gr-assets.com/books/1390180160s/5171.jpg
1318,51504,51504,823130,131,876850867,9780876850860.0,Charles Bukowski,1971.0,Post Office,Post Office,en-US,4.01,59295,68408,2766,790,2908,13689,28738,22283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1319,469571,469571,1907621,106,679744398,9780679744400.0,Cormac McCarthy,1992.0,All the Pretty Horses,"All the Pretty Horses (The Border Trilogy, #1)",eng,3.97,68451,72899,4810,1406,3865,14354,29344,23930,https://images.gr-assets.com/books/1498463335m/469571.jpg,https://images.gr-assets.com/books/1498463335s/469571.jpg
1320,3586,3586,6658413,117,1593082045,9781593082050.0,"Arthur Conan Doyle, Kyle Freeman",1914.0,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","The Complete Sherlock Holmes, Vol 2",,4.46,66857,71825,328,463,1077,7005,19926,43354,https://images.gr-assets.com/books/1347663158m/3586.jpg,https://images.gr-assets.com/books/1347663158s/3586.jpg
1329,6295,6295,2290688,47,872863107,9780872863100.0,"Allen Ginsberg, William Carlos Williams",1956.0,Howl and Other Poems ,Howl and Other Poems,eng,4.14,71968,75329,1255,1544,3203,12223,24316,34043,https://images.gr-assets.com/books/1327870926m/6295.jpg,https://images.gr-assets.com/books/1327870926s/6295.jpg
1334,8366402,8366402,13221524,59,385343833,9780385343830.0,Téa Obreht,2011.0,The Tiger's Wife,The Tiger's Wife,eng,3.37,66104,76207,9640,4103,11059,25070,24442,11533,https://images.gr-assets.com/books/1382570044m/8366402.jpg,https://images.gr-assets.com/books/1382570044s/8366402.jpg
1364,17876,17876,19376,12,451529553,9780451529560.0,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",1864.0,Записки из подполья,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",eng,4.17,65900,66960,1647,797,2379,10752,23667,29365,https://images.gr-assets.com/books/1411241656m/17876.jpg,https://images.gr-assets.com/books/1411241656s/17876.jpg
1365,37380,37380,860196,138,618084746,9780618084750.0,Carson McCullers,1940.0,The Heart is a Lonely Hunter,The Heart is a Lonely Hunter,eng,3.97,67643,75012,4830,1669,4615,15067,26918,26743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1385,20819685,20819685,26959610,60,1400065674,9781400065680.0,David Mitchell,2014.0,The Bone Clocks,The Bone Clocks,eng,3.81,53151,65210,8606,2353,4849,14146,25148,18714,https://images.gr-assets.com/books/1398205538m/20819685.jpg,https://images.gr-assets.com/books/1398205538s/20819685.jpg
1386,5157,5157,2349447,38,385333137,9780385333140.0,Anna Quindlen,1998.0,Black and Blue,Black and Blue,eng,3.86,67753,69673,1394,792,3688,18693,27754,18746,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1389,22284,22284,1602261,59,1400032814,9781400032820.0,Chuck Palahniuk,2003.0,Diary,Diary,eng,3.6,58428,61369,2196,1633,6299,19618,21016,12803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1393,30933,30933,2952196,157,316926345,9780316926350.0,Evelyn Waugh,1945.0,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng,3.99,69087,76246,3430,1543,4150,15441,27191,27921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1395,18498569,18498569,25328659,98,62306812,9780062306810.0,Jessie Burton,2014.0,The Miniaturist,The Miniaturist,eng,3.58,56344,72938,8777,2490,7022,22942,26801,13683,https://images.gr-assets.com/books/1392415313m/18498569.jpg,https://images.gr-assets.com/books/1392415313s/18498569.jpg
1405,6080337,6080337,6257025,82,385528779,9780385528770.0,Margaret Atwood,2009.0,The Year of the Flood,"The Year of the Flood  (MaddAddam, #2)",eng,4.05,68597,77159,6394,743,2970,14154,33112,26180,https://images.gr-assets.com/books/1327906873m/6080337.jpg,https://images.gr-assets.com/books/1327906873s/6080337.jpg
1411,15622,15622,3159084,103,006083756X,9780060837560.0,Richard Wright,1940.0,Native Son ,Native Son,eng,3.96,66194,70034,2918,1828,3920,14032,25876,24378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1434,38296,38296,2064030,1056,553213296,9780553213290.0,James Fenimore Cooper,1826.0,The Last of the Mohicans: A Narrative of 1757,The Last of the Mohicans (The Leatherstocking Tales #2),eng,3.69,67632,73912,2021,3038,6975,19690,24157,20052,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1435,228560,228560,2912834,118,679736379,9780679736370.0,William Styron,1979.0,Sophie's Choice,Sophie's Choice,eng,4.18,66923,71077,2025,1244,2666,10630,23727,32810,https://images.gr-assets.com/books/1356714742m/228560.jpg,https://images.gr-assets.com/books/1356714742s/228560.jpg
1439,12401556,12401556,17382941,87,812983602,9780812983610.0,Karen Thompson Walker,2012.0,The Age of Miracles,The Age of Miracles,eng,3.64,61296,71793,10726,1574,6625,22105,27557,13932,https://images.gr-assets.com/books/1342487370m/12401556.jpg,https://images.gr-assets.com/books/1342487370s/12401556.jpg
1444,38501,38501,958661,85,006117758X,9780061177580.0,Charles Bukowski,1982.0,Ham on Rye,Ham on Rye,,4.16,54140,61743,2425,641,1897,9576,24523,25106,https://images.gr-assets.com/books/1388195001m/38501.jpg,https://images.gr-assets.com/books/1388195001s/38501.jpg
1448,67035,67035,23046,98,765354942,9780765354940.0,"Douglas Preston, Lincoln Child",1995.0,Relic,"Relic (Pendergast, #1)",eng,4.01,68011,73343,2531,993,3349,15578,27328,26095,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1455,13438524,13438524,18945788,38,62124269,9780062124260.0,Barbara Kingsolver,2012.0,Flight Behavior,Flight Behavior,eng,3.75,57078,65593,8825,1681,5240,16765,25871,16036,https://images.gr-assets.com/books/1352212134m/13438524.jpg,https://images.gr-assets.com/books/1352212134s/13438524.jpg
1458,3388,3388,2771048,105,067976397X,9780679763970.0,Louis de Bernières,1994.0,Captain Corelli's Mandolin,Corelli's Mandolin,eng,3.95,57583,65596,2279,1734,4029,13185,23679,22969,https://images.gr-assets.com/books/1479680795m/3388.jpg,https://images.gr-assets.com/books/1479680795s/3388.jpg
1462,11529868,11529868,16467838,55,812992792,9780812992790.0,Adam Johnson,2012.0,The Orphan Master's Son,The Orphan Master's Son,eng,4.06,52765,63406,8316,1671,3341,9883,23007,25504,https://images.gr-assets.com/books/1327878601m/11529868.jpg,https://images.gr-assets.com/books/1327878601s/11529868.jpg
1465,187181,187181,1336083,79,449213447,9780449213440.0,Chaim Potok,1967.0,The Chosen,The Chosen,eng,4.03,70701,73070,3495,1283,3459,13824,27376,27128,https://images.gr-assets.com/books/1403191327m/187181.jpg,https://images.gr-assets.com/books/1403191327s/187181.jpg
1466,321552,321552,1504548,94,451171357,9780451171350.0,"Irving Stone, שמואל שניצר",1958.0,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,The Agony and the Ecstasy,eng,4.09,61256,63116,1591,1741,2564,10707,21180,26924,https://images.gr-assets.com/books/1327879079m/321552.jpg,https://images.gr-assets.com/books/1327879079s/321552.jpg
1467,4912857,5196764,3252824,178,385528701,9780385528700.0,"Carlos Ruiz Zafón, Lucia Graves",2008.0,El juego del ángel,"The Angel's Game (The Cemetery of Forgotten Books, #2)",eng,3.86,46225,74934,7130,1125,5123,18613,28668,21405,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1477,31242,31242,2960365,635,143037617,9780143037610.0,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853.0,Bleak House,Bleak House,eng,4.0,67433,75694,3125,1999,4506,14750,25011,29428,https://images.gr-assets.com/books/1280113147m/31242.jpg,https://images.gr-assets.com/books/1280113147s/31242.jpg
1481,6202342,6202342,6382826,72,224085611,9780224085620.0,Audrey Niffenegger,2009.0,Her Fearful Symmetry,Her Fearful Symmetry,en-GB,3.23,63737,79116,11713,4845,13797,28144,22691,9639,https://images.gr-assets.com/books/1327939087m/6202342.jpg,https://images.gr-assets.com/books/1327939087s/6202342.jpg
1492,112204,112204,1443553,62,316184136,9780316184140.0,"Emily Dickinson, Thomas H. Johnson",1890.0,The Complete Poems of Emily Dickinson,The Complete Poems of Emily Dickinson,eng,4.21,60278,62149,614,1141,2161,9616,19058,30173,https://images.gr-assets.com/books/1498347611m/112204.jpg,https://images.gr-assets.com/books/1498347611s/112204.jpg
1498,11602,11602,3166850,112,340818670,9780340818670.0,Stephen King,1999.0,Hearts in Atlantis,Hearts in Atlantis,eng,3.8,65063,70886,1588,1268,5421,19496,24725,19976,https://images.gr-assets.com/books/1374048926m/11602.jpg,https://images.gr-assets.com/books/1374048926s/11602.jpg
1500,11298,11298,2057170,146,037571894X,9780375718950.0,"Haruki Murakami, Alfred Birnbaum",1982.0,羊をめぐる冒険 [Hitsujiwomegurubōken],"A Wild Sheep Chase (The Rat, #3)",eng,3.94,55262,63449,3161,561,2882,14590,27275,18141,https://images.gr-assets.com/books/1327908774m/11298.jpg,https://images.gr-assets.com/books/1327908774s/11298.jpg
1503,8682,8682,1105831,31,1842430351,9781842430350.0,Tom Robbins,1984.0,Jitterbug Perfume,Jitterbug Perfume,eng,4.24,48277,55296,3099,687,1888,7929,17887,26905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1509,17728,17728,1652564,602,1844082938,9781844082930.0,"Edith Wharton, Nina Bawden",1905.0,The House of Mirth,The House of Mirth,eng,3.94,60611,67714,3489,1731,3912,14142,24545,23384,https://images.gr-assets.com/books/1328729186m/17728.jpg,https://images.gr-assets.com/books/1328729186s/17728.jpg
1518,17125,17125,838042,264,374529523,9780374529530.0,"Aleksandr Solzhenitsyn, H.T. Willetts",1962.0,Один день Ивана Денисовича,One Day in the Life of Ivan Denisovich,eng,3.94,61678,72038,2915,1147,3666,16109,28201,22915,https://images.gr-assets.com/books/1427731744m/17125.jpg,https://images.gr-assets.com/books/1427731744s/17125.jpg
1520,164154,164154,250975,118,60892994,9780060893000.0,Walter M. Miller Jr.,1959.0,A Canticle for Leibowitz,A Canticle for Leibowitz,eng,3.97,66721,71988,3596,1579,4264,14698,25329,26118,https://images.gr-assets.com/books/1450516880m/164154.jpg,https://images.gr-assets.com/books/1450516880s/164154.jpg
1522,4954833,4954833,5020624,86,1439138311,9781439138310.0,Colm Tóibín,2009.0,Brooklyn,Brooklyn,eng,3.63,55459,67822,8669,1042,5940,21904,27255,11681,https://images.gr-assets.com/books/1489957005m/4954833.jpg,https://images.gr-assets.com/books/1489957005s/4954833.jpg
1526,35220,35220,2314709,800,1580495869,9781580495870.0,Stephen Crane,1871.0,The Red Badge of Courage,The Red Badge of Courage,eng,3.21,68448,74975,2825,6036,12395,26446,20066,10032,https://images.gr-assets.com/books/1327936136m/35220.jpg,https://images.gr-assets.com/books/1327936136s/35220.jpg
1529,816720,816720,13855759,133,7251866,9780007251860.0,Paulo Coelho,2006.0,A Bruxa de Portobello,The Witch Of Portobello,eng,3.51,51461,58074,3181,2660,7458,18085,17116,12755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1538,22501028,22501028,41711673,47,385683421,9780385683420.0,Anne Tyler,2015.0,A Spool of Blue Thread,A Spool of Blue Thread,eng,3.4,42339,60334,7715,2302,7578,21930,20780,7744,https://images.gr-assets.com/books/1451435883m/22501028.jpg,https://images.gr-assets.com/books/1451435883s/22501028.jpg
1539,30555488,30555488,48287641,48,385542364,9780385542360.0,Colson Whitehead,2016.0,The Underground Railroad,The Underground Railroad,eng,4.04,72052,92096,11045,1259,3885,16777,38456,31719,https://images.gr-assets.com/books/1493178362m/30555488.jpg,https://images.gr-assets.com/books/1493178362s/30555488.jpg
1544,6192,6192,1882981,126,143036378,9780143036370.0,J.M. Coetzee,1999.0,Disgrace,Disgrace,eng,3.83,50422,62387,4573,1369,4284,14721,25122,16891,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1547,6976,6976,1408375,48,143036696,9780143036690.0,Sue Monk Kidd,2004.0,The Mermaid Chair,The Mermaid Chair,eng,3.1,62760,65696,5910,4807,13288,24684,16305,6612,https://images.gr-assets.com/books/1388259308m/6976.jpg,https://images.gr-assets.com/books/1388259308s/6976.jpg
1561,130440,130440,3288400,330,679774386,9780679774390.0,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957.0,Доктор Живаго,Doctor Zhivago,eng,4.03,59973,66174,2162,1257,3530,12593,23103,25691,https://images.gr-assets.com/books/1385508725m/130440.jpg,https://images.gr-assets.com/books/1385508725s/130440.jpg
1564,7675,7675,1511269,83,99303744,9780099303750.0,Michael Crichton,1994.0,Disclosure,Disclosure,,3.76,57818,60056,710,924,4157,18087,22292,14596,https://images.gr-assets.com/books/1398678136m/7675.jpg,https://images.gr-assets.com/books/1398678136s/7675.jpg
1566,5246,5246,132919,529,142437808,9780142437800.0,Edith Wharton,1911.0,Ethan Frome,Ethan Frome,eng,3.35,72421,81757,4204,7015,11389,24161,24061,15131,https://images.gr-assets.com/books/1389822254m/5246.jpg,https://images.gr-assets.com/books/1389822254s/5246.jpg
1567,5205,5205,3046634,30,385720106,9780385720110.0,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0,A Map of the World,A Map of the World,en-GB,3.78,61347,62109,1394,1350,4011,17161,23967,15620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1569,143534,143534,171430,2,141693586X,9781416935860.0,"O. Henry, Lisbeth Zwerger",1905.0,The Gift of the Magi,The Gift of the Magi,eng,4.07,66537,70501,1253,923,2968,14163,24466,27981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1571,7437,7437,4055,139,802140181,9780802140180.0,"William S. Burroughs, James Grauerholz, Barry  Miles",1959.0,The Naked Lunch,Naked Lunch,en-US,3.46,55473,61769,2759,4627,7799,17322,18615,13406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1574,18423,18423,817527,127,441007317,9780441007320.0,"Ursula K. Le Guin, Lech Jęczmyk",1969.0,The Left Hand of Darkness,The Left Hand of Darkness,eng,4.05,61888,72176,4708,1170,3497,13266,26812,27431,https://images.gr-assets.com/books/1488213612m/18423.jpg,https://images.gr-assets.com/books/1488213612s/18423.jpg
1580,37793,37793,10535173,603,1406914835,9781406914830.0,"Henrik Ibsen, Michael   Meyer",1879.0,Et dukkehjem,A Doll's House,eng,3.69,69450,79492,2701,1820,7074,23481,28984,18133,https://images.gr-assets.com/books/1427119396m/37793.jpg,https://images.gr-assets.com/books/1427119396s/37793.jpg
1582,48328,48328,1235136,92,413757102,9780413757100.0,Richard Yates,1961.0,Revolutionary Road,Revolutionary Road,eng,3.89,56550,64720,5947,1576,4445,14100,23791,20808,https://images.gr-assets.com/books/1353721885m/48328.jpg,https://images.gr-assets.com/books/1353721885s/48328.jpg
1584,18545,18545,73811,43,802132758,9780802132760.0,"Tom Stoppard, Henry Popkin",1966.0,Rosencrantz and Guildenstern are Dead,Rosencrantz and Guildenstern Are Dead,eng,4.06,67077,69783,1541,1394,3749,12598,23414,28628,https://images.gr-assets.com/books/1338735611m/18545.jpg,https://images.gr-assets.com/books/1338735611s/18545.jpg
1589,10579,10579,2330175,93,1416524355,9781416524360.0,Stephen King,2002.0,Everything's Eventual: 14 Dark Tales,Everything's Eventual: 14 Dark Tales,eng,3.94,60932,67337,1715,492,2870,17240,26553,20182,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1605,6440,6440,1039021,880,140436588,9780140436590.0,Walter Scott,1819.0,Ivanhoe,Ivanhoe,eng,3.75,65828,71368,1780,1770,5665,20339,24748,18846,https://images.gr-assets.com/books/1405336818m/6440.jpg,https://images.gr-assets.com/books/1405336818s/6440.jpg
1622,162898,162898,2621763,798,1416534733,9781416534730.0,Mark Twain,1889.0,A Connecticut Yankee in King Arthur's Court,A Connecticut Yankee in King Arthur's Court,eng,3.76,50112,75361,2050,1764,5414,21300,27903,18980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1624,298275,298275,1319935,187,811201880,9780811201890.0,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938.0,La Nausée,Nausea,eng,3.91,50876,60910,1959,1414,3923,13419,22059,20095,https://images.gr-assets.com/books/1377674928m/298275.jpg,https://images.gr-assets.com/books/1377674928s/298275.jpg
1633,31338,31338,2925946,61,096319254X,9780963192550.0,Anne Rice,1995.0,Memnoch The Devil,"Memnoch the Devil (The Vampire Chronicles, #5)",eng,3.73,62641,67388,1373,2335,6781,18146,19292,20834,https://images.gr-assets.com/books/1301778006m/31338.jpg,https://images.gr-assets.com/books/1301778006s/31338.jpg
1640,4929705,4929705,4995331,59,1565125967,9781565125960.0,Robert Goolrick,2009.0,A Reliable Wife,A Reliable Wife,en-US,3.25,58348,68241,9542,4195,10812,24592,20908,7734,https://images.gr-assets.com/books/1404576577m/4929705.jpg,https://images.gr-assets.com/books/1404576577s/4929705.jpg
1641,248596,248596,1183550,136,380729407,9780380729400.0,Ray Bradbury,1962.0,Something Wicked This Way Comes,"Something Wicked This Way Comes (Green Town, #2)",eng,3.95,64813,71886,4526,1121,3850,15942,27380,23593,https://images.gr-assets.com/books/1409596011m/248596.jpg,https://images.gr-assets.com/books/1409596011s/248596.jpg
1642,11334,11334,3215642,86,140003342X,9781400033420.0,Toni Morrison,1977.0,Song of Solomon,Song of Solomon,eng,4.01,59756,63633,2356,1255,3248,12645,23232,23253,https://images.gr-assets.com/books/1451448230m/11334.jpg,https://images.gr-assets.com/books/1451448230s/11334.jpg
1644,227571,227571,3332231,30,802139256,9780802139250.0,Leif Enger,2001.0,Peace Like a River,Peace Like a River,en-US,3.98,59642,61617,6128,1061,3450,13018,22443,21645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1645,22285,22285,2902758,61,385517874,9780385517870.0,Chuck Palahniuk,2007.0,Rant: An Oral Biography of Buster Casey,Rant,en-US,3.82,49255,52780,2720,1508,4622,12588,17321,16741,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1657,6759,6759,3271542,56,316921173,9780316921180.0,David Foster Wallace,1996.0,Infinite Jest,Infinite Jest,en-US,4.31,46742,56737,7051,2185,2534,5156,12252,34610,https://images.gr-assets.com/books/1446876799m/6759.jpg,https://images.gr-assets.com/books/1446876799s/6759.jpg
1659,530965,530965,188517,162,812967127,9780812967130.0,John Wyndham,1951.0,The Day of the Triffids,The Day of the Triffids,eng,4.0,58945,65796,2372,643,2695,14438,26577,21443,https://images.gr-assets.com/books/1320530145m/530965.jpg,https://images.gr-assets.com/books/1320530145s/530965.jpg
1660,9850443,9850443,14741473,66,62041266,9780062041260.0,"Patrick deWitt, Marcelo Barbão",2011.0,The Sisters Brothers,The Sisters Brothers,eng,3.83,51694,59547,7002,1001,3418,14340,26611,14177,https://images.gr-assets.com/books/1291999900m/9850443.jpg,https://images.gr-assets.com/books/1291999900s/9850443.jpg
1661,6905012,6905012,7129188,40,61922315,9780061922310.0,Shilpi Somaya Gowda,2010.0,Secret Daughter,Secret Daughter,en-US,3.97,52734,58998,4904,502,2337,12696,26379,17084,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1664,18521,18521,1315615,340,141183535,9780141183530.0,Virginia Woolf,1929.0,A Room of One's Own,A Room of One's Own,eng,4.1,59868,71968,3573,1097,3031,12558,26448,28834,https://images.gr-assets.com/books/1327883012m/18521.jpg,https://images.gr-assets.com/books/1327883012s/18521.jpg
1676,9593,9593,517654,92,385333870,9780385333870.0,Kurt Vonnegut Jr.,1985.0,Galápagos,Galápagos,,3.87,48330,54131,2134,543,3003,14082,21793,14710,https://images.gr-assets.com/books/1355012643m/9593.jpg,https://images.gr-assets.com/books/1355012643s/9593.jpg
1679,27494,27494,28117,624,1416523715,9781416523710.0,Walt Whitman,1855.0,Leaves of Grass,Leaves of Grass,eng,4.12,57763,65305,1671,1332,3015,11052,20850,29056,https://images.gr-assets.com/books/1418012204m/27494.jpg,https://images.gr-assets.com/books/1418012204s/27494.jpg
1681,32067,32049,3249302,672,014303961X,9780143039620.0,"D.H. Lawrence, Doris Lessing, Chester Brown",1928.0,Lady Chatterley's Lover,Lady Chatterley's Lover,eng,3.49,46541,75707,3780,2821,9235,25753,24177,13721,https://images.gr-assets.com/books/1425007748m/32067.jpg,https://images.gr-assets.com/books/1425007748s/32067.jpg
1682,10079321,10079321,13362064,44,043402080X,9780434020800.0,Lev Grossman,2011.0,The Magician King,"The Magician King (The Magicians, #2)",en-US,3.9,52061,63664,5446,820,3058,14646,28052,17088,https://images.gr-assets.com/books/1316177353m/10079321.jpg,https://images.gr-assets.com/books/1316177353s/10079321.jpg
1688,25893709,25893709,45584499,49,1400067693,9781400067700.0,"Elizabeth Strout, Goran Skrobonja",2016.0,My Name Is Lucy Barton,My Name Is Lucy Barton,eng,3.51,49578,65707,8732,2390,7926,21069,22643,11679,https://images.gr-assets.com/books/1450653428m/25893709.jpg,https://images.gr-assets.com/books/1450653428s/25893709.jpg
1695,41684,41684,3183592,227,451529758,9780451529760.0,"Rudyard Kipling, Alev Lytle Croutier",1895.0,The Jungle Books,The Jungle Books,eng,4.0,68750,70981,854,686,3123,16621,25323,25228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1700,15811545,15811545,21536809,58,670026638,9780670026630.0,Ruth Ozeki,2013.0,A Tale for the Time Being,A Tale for the Time Being,eng,3.98,51580,59311,8242,1325,3127,11371,23289,20199,https://images.gr-assets.com/books/1463767452m/15811545.jpg,https://images.gr-assets.com/books/1463767452s/15811545.jpg
1703,17799,17799,1739145,129,99448572,9780099448570.0,"Haruki Murakami, Philip Gabriel",1992.0," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]","South of the Border, West of the Sun",eng,3.87,47812,60117,3401,683,3284,15329,24938,15883,https://images.gr-assets.com/books/1443685506m/17799.jpg,https://images.gr-assets.com/books/1443685506s/17799.jpg
1704,9592,9592,1222244,103,385334141,9780385334140.0,Kurt Vonnegut Jr.,1961.0,Mother Night,Mother Night,en-US,4.21,52249,57090,2195,199,1118,9073,23064,23636,https://images.gr-assets.com/books/1344621657m/9592.jpg,https://images.gr-assets.com/books/1344621657s/9592.jpg
1706,32559,32559,4035401,75,451526759,9780451526760.0,"Edgar Allan Poe, Stephen Marlowe",1960.0,The Fall of the House of Usher and Other Writings,The Fall of the House of Usher and Other Tales ,,4.14,57265,58151,304,360,1775,10729,21651,23636,https://images.gr-assets.com/books/1355276847m/32559.jpg,https://images.gr-assets.com/books/1355276847s/32559.jpg
1708,20821087,20821087,26164907,54,1594633118,9781594633120.0,Sarah Waters,2014.0,The Paying Guests,The Paying Guests,en-US,3.39,44839,55079,7091,2986,7472,17854,18501,8266,https://images.gr-assets.com/books/1396671788m/20821087.jpg,https://images.gr-assets.com/books/1396671788s/20821087.jpg
1714,12557,12557,1131637,66,143038109,9780143038110.0,Amy Tan,1991.0,The Kitchen God's Wife,The Kitchen God's Wife,en-US,3.98,58836,62180,1750,364,1910,14429,27340,18137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1717,32552,32552,15570658,12,1593080646,9781593080650.0,"Edgar Allan Poe, Benjamin F. Fisher",1849.0,,Essential Tales and Poems,en-US,4.35,59354,60696,87,539,1225,7572,18628,32732,https://images.gr-assets.com/books/1328753072m/32552.jpg,https://images.gr-assets.com/books/1328753072s/32552.jpg
